time,ax,ay,az,atotal
24.385,16.57,-4.73,-2.00,17.35
24.395,12.64,-7.00,-0.62,14.46
24.405,8.86,-8.81,0.85,12.52
24.415,6.76,-11.06,1.52,13.05
24.425,5.92,-13.38,1.35,14.69
24.435,6.39,-14.92,0.24,16.24
24.445,8.39,-15.15,-1.21,17.36
24.455,9.29,-15.30,-1.79,17.99
24.465,8.74,-16.41,-1.63,18.66
24.475,7.48,-18.21,-1.72,19.76
24.486,5.66,-20.34,-2.21,21.23
24.495,3.38,-22.32,-3.02,22.77
24.506,1.12,-23.62,-4.63,24.10
24.516,-0.48,-23.86,-7.40,24.98
24.526,-2.03,-23.48,-10.67,25.87
24.535,-2.98,-22.63,-12.88,26.21
24.546,-2.63,-21.33,-13.02,25.13
24.556,-1.40,-20.24,-11.65,23.40
24.566,0.50,-19.73,-9.86,22.06
24.576,2.27,-19.22,-8.59,21.18
24.586,4.38,-18.65,-7.85,20.70
24.596,6.37,-18.05,-6.97,20.37
24.606,7.36,-17.18,-5.86,19.59
24.616,7.87,-16.12,-4.29,18.45
24.626,8.55,-15.18,-2.36,17.58
24.636,9.72,-14.00,-1.05,17.08
24.646,11.66,-12.08,-1.29,16.84
24.656,12.52,-9.94,-2.92,16.25
24.666,11.87,-8.58,-5.34,15.59
24.676,10.10,-6.84,-6.50,13.82
24.686,10.60,-2.96,-6.83,12.95
24.696,14.20,-0.14,-6.62,15.67
24.706,17.47,0.08,-6.18,18.53
24.716,19.37,1.19,-5.88,20.27
24.726,19.31,4.22,-4.95,20.38
24.736,17.10,5.84,-3.02,18.32
24.746,14.75,6.08,-0.24,15.96
24.756,11.98,6.39,2.76,13.85
24.766,8.66,6.30,5.05,11.84
24.776,5.38,6.40,6.97,10.89
24.786,4.46,8.18,8.91,12.89
24.796,6.35,11.19,10.45,16.57
24.806,8.92,15.44,10.27,20.58
24.816,10.51,20.46,8.74,24.61
24.827,9.65,23.96,7.08,26.78
24.837,5.87,24.88,5.87,26.23
24.847,0.74,23.92,5.58,24.57
24.857,-4.61,22.08,5.68,23.26
24.867,-9.32,20.11,5.54,22.84
24.877,-11.95,18.66,5.62,22.86
24.887,-12.46,17.66,6.15,22.47
24.897,-11.75,16.83,6.84,21.63
24.907,-10.10,16.09,7.62,20.47
24.917,-7.17,15.39,8.11,18.82
24.927,-4.28,14.79,8.81,17.74
24.937,-2.87,13.61,10.24,17.28
24.947,-3.09,11.88,12.08,17.23
24.957,-3.53,10.24,13.79,17.54
24.967,-2.99,9.26,15.07,17.94
24.977,-1.34,9.03,15.39,17.89
24.987,1.29,9.19,14.51,17.22
24.997,4.80,9.81,13.12,17.07
25.007,8.79,10.89,11.93,18.39
25.017,12.25,12.38,11.01,20.60
25.027,16.07,13.00,11.12,23.47
25.037,21.23,13.15,12.86,28.09
25.048,26.79,15.20,12.53,33.25
25.057,31.43,15.67,10.10,36.55
25.068,33.52,11.15,7.76,36.16
25.077,30.59,4.50,4.94,31.31
25.088,25.21,0.55,2.26,25.32
25.097,21.17,-2.12,0.59,21.29
25.108,18.75,-5.08,-0.94,19.45
25.117,16.30,-8.23,-2.06,18.37
25.128,13.44,-10.63,-2.31,17.29
25.137,10.36,-12.17,-2.78,16.22
25.148,8.50,-13.49,-4.01,16.44
25.157,8.18,-15.29,-4.69,17.97
25.168,8.09,-16.24,-4.53,18.70
25.177,7.97,-16.38,-4.49,18.76
25.188,7.89,-17.03,-4.67,19.34
25.198,7.20,-17.45,-5.27,19.60
25.208,6.04,-17.51,-6.23,19.54
25.218,4.69,-18.20,-7.81,20.36
25.228,2.76,-19.26,-9.51,21.65
25.238,0.66,-20.18,-10.18,22.62
25.248,-0.75,-20.50,-10.22,22.92
25.258,-1.08,-19.93,-9.93,22.30
25.268,-0.46,-18.45,-9.15,20.60
25.278,1.22,-17.00,-8.27,18.95
25.288,3.89,-15.82,-7.98,18.14
25.298,5.85,-13.95,-8.36,17.29
25.308,6.41,-12.42,-8.64,16.43
25.318,6.38,-11.88,-8.36,15.87
25.328,5.56,-11.57,-7.34,14.79
25.338,4.09,-11.03,-5.47,12.97
25.348,3.54,-10.49,-3.28,11.54
25.358,4.00,-9.75,-1.37,10.63
25.368,4.12,-8.10,-0.33,9.09
25.378,4.90,-5.39,-0.46,7.30
25.388,5.65,-2.47,-2.26,6.57
25.398,2.31,-0.03,-4.55,5.10
25.408,-2.64,2.82,-4.79,6.16
25.418,-1.72,5.38,-1.62,5.87
25.428,5.93,6.67,2.08,9.17
25.438,15.75,9.97,5.04,19.31
25.449,23.66,15.58,7.81,29.39
25.459,24.60,18.51,9.73,32.29
25.469,17.31,17.04,10.29,26.38
25.478,7.24,13.91,10.12,18.66
25.489,-1.25,10.44,9.49,14.16
25.499,-5.90,7.31,8.95,12.97
25.509,-6.86,5.95,8.37,12.35
25.519,-6.55,5.89,7.13,11.34
25.529,-6.25,6.05,5.10,10.08
25.539,-7.53,6.18,2.69,10.11
25.549,-9.39,5.69,-0.37,10.98
25.559,-11.04,5.45,-3.35,12.76
25.569,-13.02,5.24,-4.98,14.89
25.579,-14.77,4.51,-5.37,16.35
25.589,-15.71,3.58,-4.03,16.61
25.599,-15.64,2.86,-1.34,15.96
25.609,-14.03,2.80,1.55,14.39
25.619,-11.61,4.15,4.25,13.04
25.629,-8.65,5.68,6.73,12.34
25.639,-5.75,6.89,7.79,11.89
25.649,-3.09,8.16,7.26,11.35
25.659,-1.18,9.22,6.06,11.09
25.669,-1.63,8.89,4.87,10.27
25.679,-3.11,7.77,4.15,9.34
25.689,-3.50,7.32,3.90,9.01
25.699,-2.36,7.57,4.09,8.92
25.709,0.40,8.44,4.55,9.60
25.719,3.84,9.75,5.11,11.66
25.729,6.84,10.65,5.69,13.88
25.739,7.64,10.58,5.74,14.26
25.749,5.91,10.14,5.20,12.84
25.759,3.78,11.25,7.33,13.95
25.769,5.91,14.91,11.03,19.47
25.780,15.20,18.88,13.74,27.86
25.790,25.34,21.93,15.26,36.82
25.800,30.57,21.16,13.17,39.44
25.810,29.90,18.32,8.90,36.18
25.820,27.09,14.33,5.03,31.06
25.830,24.56,9.83,1.68,26.51
25.840,21.44,5.70,-0.66,22.19
25.850,17.45,1.47,-1.83,17.61
25.860,13.13,-2.68,-2.11,13.56
25.870,9.29,-6.37,-1.44,11.36
25.880,6.77,-9.52,-0.05,11.68
25.890,5.92,-12.44,1.61,13.87
25.900,5.90,-15.09,2.62,16.41
25.910,5.52,-17.81,2.52,18.82
25.920,4.40,-20.47,1.15,20.97
25.930,2.93,-22.52,-0.65,22.72
25.940,1.12,-24.11,-2.37,24.25
25.950,-1.19,-25.38,-3.93,25.71
25.960,-3.71,-26.00,-5.58,26.85
25.970,-5.83,-25.90,-6.75,27.39
25.980,-6.90,-25.15,-7.17,27.05
25.990,-6.30,-24.27,-7.12,26.07
26.000,-4.67,-23.42,-6.71,24.80
26.010,-3.05,-22.47,-5.75,23.39
26.020,-1.74,-21.81,-4.77,22.39
26.030,-0.39,-21.20,-4.03,21.59
26.040,0.40,-20.22,-3.37,20.50
26.050,0.67,-19.31,-2.58,19.49
26.060,1.07,-18.49,-1.40,18.57
26.071,2.05,-17.19,0.25,17.32
26.080,4.68,-15.18,1.70,15.97
26.091,8.77,-12.03,2.50,15.10
26.100,12.65,-7.83,3.00,15.18
26.111,15.96,-3.11,3.75,16.68
26.120,17.31,1.24,4.66,17.97
26.131,14.28,4.19,2.95,15.17
26.140,6.89,5.84,-0.30,9.03
26.151,3.37,9.32,0.29,9.91
26.161,11.56,15.14,4.55,19.58
26.171,26.95,20.17,7.50,34.49
26.181,38.61,24.69,9.06,46.71
26.191,40.20,26.41,7.97,48.76
26.201,31.46,22.94,5.23,39.29
26.211,17.70,17.44,3.62,25.11
26.221,6.14,12.04,3.15,13.87
26.231,-0.79,7.81,2.69,8.30
26.241,-3.63,5.49,2.20,6.94
26.251,-4.55,4.39,1.58,6.51
26.261,-5.43,3.58,0.61,6.53
26.271,-5.72,2.22,-0.51,6.16
26.281,-6.47,0.71,-1.43,6.66
26.291,-8.27,-0.87,-1.53,8.45
26.301,-10.92,-2.11,-0.96,11.17
26.311,-13.35,-3.39,0.37,13.77
26.321,-15.20,-4.61,2.27,16.05
26.331,-16.45,-5.41,4.01,17.78
26.341,-16.87,-5.76,5.52,18.66
26.351,-16.30,-5.66,6.62,18.48
26.361,-14.82,-5.26,7.08,17.24
26.371,-12.86,-4.46,7.13,15.37
26.381,-11.73,-3.60,7.13,14.19
26.391,-11.57,-3.21,7.05,13.93
26.401,-11.77,-3.07,6.86,13.96
26.411,-12.21,-2.82,6.09,13.93
26.421,-12.76,-2.42,5.26,14.01
26.431,-12.45,-1.62,4.82,13.45
26.441,-10.62,-0.43,4.61,11.58
26.452,-7.02,1.40,4.24,8.32
26.461,-1.70,4.27,3.91,6.04
26.472,3.36,7.53,4.01,9.17
26.482,6.40,9.34,4.24,12.09
26.492,6.42,10.36,3.46,12.67
26.502,3.15,12.79,2.75,13.45
26.512,-0.53,16.27,4.48,16.88
26.522,-0.48,19.45,10.26,21.99
26.532,9.19,23.09,16.78,29.99
26.542,26.26,25.51,19.18,41.33
26.552,38.80,27.48,17.04,50.51
26.562,42.84,28.57,13.00,53.11
26.572,41.39,24.00,8.25,48.55
26.582,33.43,15.28,1.57,36.79
26.592,21.53,5.93,-4.49,22.77
26.602,10.47,-2.06,-7.64,13.13
26.612,3.85,-7.92,-8.05,11.93
26.622,1.38,-12.08,-7.26,14.16
26.632,0.56,-15.52,-5.88,16.60
26.642,-0.25,-18.44,-5.11,19.14
26.652,-1.40,-20.73,-5.91,21.60
26.662,-2.65,-22.80,-8.18,24.37
26.672,-4.31,-24.50,-10.79,27.11
26.682,-6.68,-25.90,-12.72,29.61
26.692,-8.89,-27.10,-14.23,31.87
26.702,-10.76,-27.63,-15.42,33.42
26.712,-11.46,-27.09,-16.04,33.50
26.722,-10.04,-25.81,-15.42,31.70
26.732,-6.54,-24.34,-13.00,28.36
26.742,-2.26,-22.90,-9.37,24.84
26.752,1.75,-22.02,-5.58,22.78
26.762,4.68,-21.41,-2.56,22.06
26.773,6.24,-20.19,-0.39,21.14
26.782,6.54,-19.01,1.20,20.14
26.793,6.17,-17.65,2.55,18.86
26.803,6.15,-15.44,3.81,17.05
26.813,7.22,-12.48,5.08,15.29
26.823,9.65,-9.26,6.62,14.92
26.833,12.46,-5.64,8.67,16.20
26.843,13.66,-1.86,9.98,17.02
26.853,11.99,0.99,8.43,14.69
26.863,9.44,3.30,6.65,12.01
26.873,9.65,7.76,7.44,14.45
26.883,13.95,13.85,9.86,21.99
26.893,20.04,17.62,12.10,29.30
26.903,24.97,19.12,14.14,34.48
26.913,25.23,20.60,14.41,35.62
26.923,20.65,20.70,12.47,31.79
26.933,14.74,18.86,10.04,25.95
26.943,9.39,16.47,8.02,20.58
26.953,4.95,13.71,5.64,15.63
26.963,2.02,11.15,2.68,11.64
26.973,-0.35,9.29,-0.14,9.30
26.983,-2.51,7.69,-2.76,8.55
26.993,-3.95,5.86,-5.24,8.80
27.003,-5.17,4.02,-6.42,9.17
27.013,-6.43,2.52,-6.34,9.37
27.023,-8.01,1.15,-5.77,9.93
27.033,-9.53,-0.15,-5.23,10.87
27.043,-10.87,-1.21,-4.96,12.01
27.053,-12.48,-2.19,-4.83,13.56
27.063,-14.07,-3.13,-4.29,15.04
27.074,-15.16,-3.80,-2.96,15.90
27.083,-15.59,-4.02,-1.03,16.13
27.094,-15.04,-3.76,1.66,15.59
27.104,-14.12,-3.33,4.68,15.25
27.114,-12.74,-2.91,7.19,14.91
27.124,-10.37,-2.18,9.11,13.98
27.134,-7.97,-1.22,10.45,13.19
27.144,-6.53,-0.50,10.90,12.71
27.154,-6.10,-0.23,10.39,12.05
27.164,-6.21,0.24,9.46,11.31
27.174,-5.40,1.57,8.85,10.49
27.184,-2.47,3.46,8.16,9.20
27.194,1.98,5.30,6.90,8.92
27.204,5.64,7.56,5.29,10.81
27.214,4.93,10.15,4.49,12.14
27.224,2.27,11.97,6.56,13.84
27.234,3.08,14.04,11.57,18.46
27.244,10.78,17.57,17.35,26.94
27.254,22.24,19.64,20.67,36.16
27.264,31.76,19.32,17.64,41.15
27.274,34.82,18.94,12.12,41.44
27.284,32.13,16.65,7.27,36.91
27.294,26.74,11.07,3.87,29.20
27.304,19.73,4.69,0.54,20.29
27.314,12.78,-0.92,-2.05,12.98
27.324,7.71,-5.17,-3.10,9.79
27.334,4.91,-8.39,-3.42,10.31
27.344,3.57,-11.27,-3.85,12.43
27.355,2.80,-13.95,-4.69,14.98
27.364,1.99,-16.02,-5.52,17.06
27.375,1.58,-17.31,-6.53,18.57
27.384,1.17,-18.74,-7.70,20.29
27.395,-0.26,-20.40,-9.20,22.38
27.404,-2.80,-21.35,-10.70,24.04
27.415,-5.43,-21.64,-11.94,25.30
27.425,-7.58,-21.68,-12.65,26.22
27.435,-9.13,-21.74,-12.88,26.87
27.445,-9.84,-21.77,-13.01,27.20
27.455,-9.42,-21.50,-12.42,26.55
27.464,-7.91,-20.79,-10.76,24.71
27.475,-5.63,-19.78,-8.52,22.26
27.485,-3.27,-18.93,-6.37,20.24
27.495,-1.18,-18.26,-4.58,18.86
27.505,0.84,-17.35,-3.30,17.68
27.515,2.22,-16.41,-2.31,16.72
27.525,3.08,-15.71,-1.48,16.08
27.535,4.38,-14.75,-0.85,15.41
27.545,5.46,-13.62,0.18,14.68
27.555,6.10,-12.76,1.39,14.21
27.565,7.10,-11.15,2.17,13.39
27.575,8.67,-8.80,2.92,12.70
27.585,10.77,-6.37,3.95,13.12
27.595,12.56,-3.70,4.69,13.91
27.605,11.97,-1.47,4.10,12.74
27.615,7.33,0.42,1.78,7.56
27.625,4.90,4.38,2.00,6.87
27.635,13.38,9.22,8.34,18.27
27.646,26.07,13.91,15.74,33.48
27.656,34.60,19.14,20.18,44.39
27.665,34.34,22.83,19.69,45.70
27.676,27.03,21.92,15.57,38.13
27.685,18.00,18.96,12.52,28.99
27.696,10.76,16.58,10.87,22.56
27.705,6.11,14.49,9.50,18.37
27.715,2.88,12.78,8.26,15.49
27.725,0.51,11.53,6.38,13.19
27.736,-1.11,10.36,3.68,11.05
27.745,-2.60,8.99,1.00,9.41
27.756,-4.28,7.24,-1.35,8.51
27.765,-6.34,5.31,-3.07,8.82
27.776,-8.65,3.42,-4.08,10.16
27.786,-10.51,1.76,-4.83,11.70
27.796,-11.97,0.59,-5.41,13.15
27.806,-13.05,-0.32,-5.67,14.23
27.816,-13.95,-1.27,-5.34,14.99
27.826,-14.63,-2.04,-4.46,15.42
27.836,-14.97,-2.73,-3.10,15.53
27.846,-14.97,-3.38,-1.34,15.41
27.856,-14.49,-3.82,0.71,15.01
27.866,-13.55,-3.93,3.13,14.46
27.876,-12.43,-3.90,5.46,14.13
27.886,-11.35,-3.70,7.44,14.06
27.896,-10.57,-3.33,8.74,14.11
27.906,-9.87,-3.01,9.24,13.85
27.916,-9.09,-2.76,8.67,12.86
27.926,-7.97,-2.14,7.32,11.03
27.936,-5.60,-0.86,6.13,8.35
27.946,-2.02,0.85,5.12,5.57
27.956,1.39,2.78,4.06,5.11
27.966,2.32,4.98,3.46,6.49
27.976,0.88,6.60,4.46,8.02
27.986,-0.26,7.63,7.16,10.46
27.996,0.83,9.91,10.82,14.69
28.006,8.48,14.21,14.59,22.06
28.017,21.02,18.44,16.73,32.59
28.026,31.85,20.48,15.81,41.03
28.037,36.12,21.42,14.18,44.33
28.046,34.56,20.15,12.54,41.92
28.057,30.94,15.80,9.59,36.04
28.067,25.41,10.00,5.90,27.93
28.077,18.39,4.03,2.23,18.96
28.087,11.38,-1.08,-0.73,11.46
28.097,5.67,-4.69,-2.64,7.82
28.107,2.43,-7.56,-3.61,8.72
28.117,1.18,-10.17,-3.94,10.97
28.127,0.80,-12.77,-4.52,13.57
28.137,1.04,-15.18,-5.69,16.24
28.147,1.07,-17.17,-7.22,18.66
28.157,0.05,-19.06,-8.88,21.03
28.167,-2.11,-20.31,-10.62,23.02
28.177,-4.62,-21.42,-11.98,24.98
28.187,-7.11,-22.92,-13.23,27.40
28.197,-9.63,-24.00,-14.52,29.66
28.207,-11.63,-24.16,-15.14,30.79
28.217,-11.98,-23.94,-14.66,30.52
28.227,-10.68,-23.37,-13.67,29.10
28.237,-7.73,-22.24,-12.52,26.67
28.247,-4.01,-21.02,-11.14,24.12
28.257,0.22,-19.81,-9.47,21.96
28.267,4.34,-18.44,-7.51,20.38
28.277,6.89,-17.14,-4.93,19.12
28.287,7.75,-16.50,-2.31,18.37
28.298,7.94,-15.77,-0.03,17.65
28.307,8.55,-14.20,2.63,16.79
28.317,9.40,-11.98,5.41,16.16
28.327,11.12,-9.12,7.27,16.11
28.337,13.97,-5.78,8.46,17.33
28.347,16.28,-2.46,8.13,18.36
28.358,16.80,-0.02,6.80,18.12
28.367,13.02,1.52,6.28,14.53
28.378,8.58,5.08,7.56,12.51
28.387,10.61,9.94,10.98,18.22
28.398,19.93,12.82,13.95,27.50
28.408,28.08,15.64,13.94,35.03
28.418,28.88,18.74,13.31,36.91
28.428,22.93,19.51,12.67,32.66
28.438,15.47,17.79,11.30,26.14
28.448,9.63,15.63,9.48,20.66
28.458,5.31,13.88,7.65,16.72
28.468,1.84,11.97,5.38,13.25
28.478,-1.34,10.11,2.89,10.60
28.488,-4.29,8.94,0.53,9.93
28.498,-6.03,8.50,-1.34,10.50
28.508,-7.17,8.28,-3.28,11.43
28.518,-8.41,7.40,-5.02,12.28
28.528,-10.20,6.12,-5.98,13.31
28.538,-12.61,4.91,-6.15,14.87
28.548,-15.16,3.73,-5.77,16.64
28.558,-17.00,2.77,-4.94,17.92
28.568,-17.95,1.85,-3.60,18.40
28.578,-18.01,0.94,-1.93,18.14
28.588,-17.59,0.03,-0.02,17.59
28.598,-16.96,-0.64,2.06,17.10
28.608,-16.37,-1.06,3.99,16.88
28.618,-15.45,-1.56,5.37,16.43
28.628,-14.33,-2.11,6.35,15.81
28.639,-13.57,-2.61,6.79,15.40
28.648,-12.89,-2.97,6.42,14.70
28.659,-12.29,-2.93,5.79,13.90
28.668,-11.11,-2.34,5.19,12.49
28.679,-9.35,-0.97,4.55,10.44
28.688,-6.73,1.03,3.95,7.87
28.699,-2.22,3.37,3.48,5.33
28.708,2.81,6.81,3.20,8.03
28.719,8.86,11.32,3.57,14.81
28.728,14.45,15.91,5.08,22.08
28.739,18.94,20.36,7.64,28.84
28.749,24.65,25.06,10.99,36.83
28.759,31.77,27.97,14.18,44.64
28.769,38.78,26.95,15.05,49.57
28.779,41.08,22.83,14.05,49.05
28.789,37.43,17.96,12.05,43.23
28.799,31.97,12.04,8.37,35.17
28.809,25.27,6.46,3.62,26.33
28.819,18.16,2.02,-0.36,18.27
28.829,11.90,-1.90,-2.32,12.27
28.839,7.06,-5.29,-2.58,9.19
28.849,3.85,-8.05,-1.81,9.10
28.859,1.69,-10.21,-0.98,10.39
28.869,0.43,-12.05,-0.36,12.07
28.879,-0.32,-13.85,0.18,13.85
28.889,-0.83,-15.66,0.47,15.68
28.899,-1.28,-17.27,0.74,17.33
28.909,-1.68,-18.51,0.62,18.60
28.919,-2.25,-19.57,0.17,19.70
28.929,-3.05,-20.28,-0.83,20.52
28.939,-4.16,-20.76,-2.12,21.28
28.949,-5.59,-21.13,-3.55,22.14
28.959,-7.16,-21.21,-4.87,22.91
28.969,-8.39,-21.01,-5.92,23.38
28.980,-8.85,-20.66,-6.69,23.46
28.989,-8.35,-20.35,-6.96,23.08
29.000,-6.90,-20.04,-6.39,22.14
29.009,-5.68,-19.71,-5.28,21.18
29.020,-4.72,-19.41,-3.94,20.36
29.030,-3.64,-19.05,-2.55,19.56
29.040,-2.65,-19.02,-1.43,19.26
29.050,-1.16,-19.08,-0.39,19.12
29.060,0.78,-18.60,0.51,18.62
29.070,2.42,-17.60,1.21,17.80
29.080,3.89,-16.18,1.56,16.72
29.090,5.32,-14.79,1.56,15.79
29.100,5.89,-13.79,1.02,15.03
29.110,6.85,-12.59,-0.45,14.34
29.120,9.16,-10.18,-1.54,13.78
29.130,10.97,-7.22,-3.03,13.48
29.140,9.57,-5.16,-6.16,12.50
29.150,7.06,-2.24,-8.36,11.17
29.160,9.07,3.15,-5.49,11.06
29.170,17.36,8.43,0.31,19.30
29.180,28.99,12.82,4.03,31.96
29.190,37.82,17.20,4.50,41.79
29.200,39.15,20.35,3.88,44.30
29.210,31.83,19.81,4.32,37.74
29.220,20.93,17.14,5.09,27.53
29.230,11.37,14.27,6.04,19.21
29.240,6.13,12.26,7.46,15.61
29.250,4.27,10.94,7.98,14.20
29.260,3.22,9.85,7.16,12.59
29.270,1.31,9.14,5.93,10.98
29.280,-1.28,8.40,4.50,9.61
29.290,-3.61,7.62,2.54,8.80
29.300,-6.12,6.82,0.57,9.18
29.310,-8.77,5.45,-0.30,10.33
29.321,-11.00,4.00,-0.23,11.70
29.330,-12.97,2.71,0.19,13.25
29.341,-14.82,1.50,0.73,14.91
29.350,-16.25,0.65,1.67,16.34
29.361,-16.93,0.27,2.99,17.20
29.370,-16.58,0.33,4.21,17.11
29.381,-15.18,0.80,5.41,16.14
29.390,-13.54,1.45,6.39,15.04
29.401,-12.20,2.15,7.21,14.33
29.411,-10.98,2.83,7.63,13.67
29.421,-10.06,3.13,7.70,13.05
29.431,-9.73,2.88,7.46,12.60
29.441,-10.13,2.29,7.18,12.62
29.451,-11.04,1.90,6.99,13.20
29.461,-11.76,2.11,6.62,13.66
29.471,-10.68,3.00,5.52,12.39
29.481,-7.87,4.65,3.85,9.92
29.491,-4.83,6.78,2.05,8.57
29.501,-2.52,8.60,-0.06,8.96
29.511,-1.49,9.90,-2.86,10.41
29.521,-0.16,11.42,-3.04,11.82
29.531,1.78,15.03,1.59,15.21
29.541,7.08,22.04,9.67,25.09
29.551,19.54,30.00,13.71,38.34
29.561,32.62,34.05,12.01,48.67
29.571,41.93,33.79,10.15,54.80
29.581,45.96,31.67,11.07,56.90
29.591,46.63,27.27,11.75,55.28
29.601,45.22,19.38,8.68,49.96
29.611,39.64,9.91,4.13,41.07
29.622,30.31,0.39,1.28,30.34
29.631,19.88,-7.41,-0.06,21.21
29.642,11.79,-12.48,-0.40,17.18
29.651,7.12,-15.99,-0.61,17.51
29.662,4.66,-19.41,-1.61,20.03
29.671,2.36,-22.79,-3.30,23.15
29.682,-0.75,-26.43,-4.84,26.88
29.692,-4.73,-29.71,-6.05,30.68
29.702,-8.61,-31.30,-7.18,33.25
29.712,-11.25,-31.71,-8.12,34.61
29.722,-12.19,-31.64,-9.02,35.09
29.732,-11.67,-31.26,-9.20,34.61
29.742,-10.41,-30.44,-8.17,33.19
29.752,-9.12,-29.10,-6.33,31.15
29.762,-7.55,-27.67,-4.52,29.04
29.772,-4.84,-26.19,-2.84,26.79
29.782,-1.77,-24.22,-1.28,24.32
29.792,0.38,-22.35,0.21,22.35
29.802,2.64,-21.22,1.28,21.42
29.812,4.42,-19.97,2.21,20.57
29.822,5.76,-18.28,3.48,19.48
29.832,8.07,-16.35,4.50,18.78
29.842,11.21,-14.62,4.51,18.97
29.852,13.82,-12.49,3.89,19.03
29.862,15.56,-10.01,2.82,18.71
29.872,16.05,-8.23,1.48,18.09
29.882,14.94,-7.65,1.48,16.85
29.892,13.40,-6.97,2.91,15.38
29.902,12.20,-7.09,2.89,14.40
29.912,9.33,-7.02,2.77,12.00
29.923,9.62,-1.14,6.85,11.87
29.932,19.97,7.75,13.46,25.29
29.943,33.21,14.01,16.95,39.83
29.952,38.86,19.11,15.96,46.15
29.963,33.08,22.22,16.18,43.01
29.973,22.00,20.67,18.59,35.45
29.983,13.31,17.59,20.23,29.93
29.993,8.11,16.10,19.87,26.83
30.003,4.39,15.31,16.36,22.83
30.013,1.38,14.75,11.13,18.53
30.023,-1.07,14.87,5.97,16.06
30.033,-2.80,15.31,0.62,15.57
30.043,-3.82,15.30,-4.38,16.37
30.053,-4.58,14.99,-7.70,17.46
30.063,-5.31,14.82,-9.72,18.51
30.073,-6.58,14.22,-10.63,18.94
30.083,-8.30,13.19,-10.44,18.76
30.093,-9.79,11.91,-9.02,17.86
30.103,-11.14,10.69,-6.77,16.86
30.113,-12.37,9.88,-4.90,16.58
30.123,-13.14,9.48,-3.53,16.59
30.133,-13.19,9.16,-2.32,16.22
30.143,-12.91,8.90,-1.84,15.78
30.153,-12.67,8.65,-2.51,15.54
30.163,-12.76,8.61,-3.25,15.73
30.173,-13.04,8.57,-3.31,15.96
30.183,-13.48,8.05,-1.82,15.80
30.193,-13.47,7.77,1.16,15.60
30.203,-11.48,8.03,5.47,15.04
30.213,-7.94,8.75,10.89,16.07
30.223,-3.66,10.17,16.96,20.11
30.233,0.88,11.64,20.87,23.91
30.243,5.20,12.51,20.66,24.71
30.253,7.77,13.01,19.18,24.45
30.263,7.64,12.63,19.09,24.13
30.273,7.13,12.53,19.67,24.39
30.284,8.97,12.97,22.30,27.31
30.294,12.76,15.21,26.90,33.43
30.304,25.83,20.10,30.56,44.78
30.313,40.43,23.64,29.73,55.48
30.324,43.08,20.79,23.04,53.09
30.334,37.70,13.91,16.46,43.42
30.344,34.32,7.98,14.50,38.10
30.354,33.26,2.20,14.63,36.40
30.364,29.58,-3.30,14.05,32.91
30.374,23.46,-8.30,12.86,28.01
30.384,17.86,-11.78,10.59,23.87
30.394,15.39,-13.70,7.12,21.80
30.404,14.52,-14.61,3.10,20.83
30.414,13.08,-15.12,-0.36,19.99
30.424,11.43,-16.00,-2.66,19.84
30.434,10.53,-18.53,-3.71,21.63
30.444,10.12,-21.21,-3.15,23.71
30.454,9.63,-22.00,-2.72,24.17
30.464,8.92,-22.57,-3.66,24.54
30.474,6.30,-23.25,-6.22,24.87
30.484,2.26,-23.50,-9.00,25.27
30.494,-1.17,-23.56,-10.38,25.77
30.504,-2.98,-23.63,-10.20,25.91
30.514,-3.13,-23.25,-8.95,25.11
30.524,-2.23,-22.51,-7.01,23.69
30.534,-1.04,-21.64,-5.27,22.30
30.544,0.31,-20.47,-3.76,20.82
30.554,1.80,-19.29,-2.68,19.56
30.564,3.81,-18.22,-2.59,18.79
30.574,5.06,-16.72,-3.15,17.75
30.584,6.03,-15.02,-3.11,16.48
30.594,7.98,-13.00,-2.48,15.45
30.605,9.25,-10.58,-1.70,14.15
30.614,10.83,-8.32,-0.92,13.69
30.625,13.61,-5.48,-0.37,14.67
30.635,15.16,-2.50,-0.29,15.37
30.645,14.67,-1.16,-1.52,14.80
30.655,12.64,0.28,-3.54,13.13
30.665,10.92,2.69,-5.42,12.48
30.675,10.94,4.28,-6.80,13.58
30.685,11.89,5.07,-7.86,15.13
30.695,11.87,5.87,-8.96,15.99
30.705,10.19,6.63,-9.68,15.54
30.715,7.60,5.83,-9.57,13.54
30.725,4.00,3.65,-8.22,9.84
30.735,0.10,1.85,-5.73,6.02
30.745,-2.48,1.00,-2.92,3.96
30.755,-4.03,1.58,-0.79,4.40
30.765,-4.43,3.87,1.11,5.99
30.775,-3.29,6.70,2.78,7.97
30.785,-1.44,9.25,3.46,9.98
30.795,-0.66,11.36,2.22,11.59
30.805,-1.41,12.50,0.32,12.59
30.815,-4.68,12.39,-0.45,13.25
30.825,-9.42,11.38,-0.17,14.77
30.835,-13.57,10.14,0.41,16.94
30.845,-16.38,8.57,1.14,18.53
30.855,-17.46,7.27,1.98,19.01
30.865,-16.40,7.37,3.10,18.25
30.875,-12.57,9.07,3.73,15.94
30.885,-7.65,11.32,3.70,14.15
30.895,-3.92,12.97,4.34,14.23
30.905,-1.82,13.71,5.81,15.00
30.915,-0.71,13.84,7.66,15.84
30.926,0.09,13.28,9.78,16.49
30.936,0.98,13.09,11.66,17.56
30.946,2.80,13.79,13.10,19.23
