time,ax,ay,az,atotal
17.785,28.83,20.53,7.28,36.13
17.795,32.47,17.63,4.94,37.28
17.805,31.60,14.27,2.82,34.78
17.815,27.96,11.16,0.59,30.11
17.825,23.06,7.37,-2.04,24.29
17.835,17.85,3.54,-3.53,18.54
17.845,13.04,-0.23,-3.38,13.47
17.855,8.94,-4.20,-2.32,10.15
17.865,5.05,-8.14,-1.44,9.69
17.875,1.18,-11.88,-1.16,12.00
17.885,-2.10,-15.27,-1.29,15.47
17.895,-4.86,-17.86,-1.53,18.57
17.905,-6.95,-19.59,-1.75,20.86
17.915,-7.98,-21.18,-2.07,22.72
17.925,-8.91,-22.67,-3.02,24.55
17.935,-9.91,-23.81,-4.21,26.13
17.945,-11.09,-24.45,-5.09,27.32
17.955,-12.35,-24.61,-5.36,28.05
17.965,-13.03,-24.30,-4.89,28.00
17.975,-12.35,-23.60,-4.13,26.95
17.985,-10.56,-22.71,-3.45,25.28
17.995,-8.08,-21.74,-2.99,23.38
18.005,-5.57,-21.08,-2.89,21.99
18.015,-3.38,-20.64,-2.98,21.13
18.026,-0.87,-19.86,-3.30,20.15
18.035,1.74,-18.61,-3.36,18.99
18.046,3.82,-17.43,-2.53,18.02
18.055,4.81,-16.70,-0.99,17.41
18.066,5.00,-15.60,1.03,16.41
18.075,5.99,-13.82,3.18,15.39
18.086,8.31,-11.41,4.60,14.85
18.096,11.64,-8.00,4.68,14.88
18.106,16.19,-3.84,3.69,17.05
18.116,19.67,-0.66,1.87,19.77
18.126,18.45,0.68,-0.04,18.46
18.136,14.07,3.64,0.58,14.55
18.146,13.27,8.88,4.32,16.54
18.156,17.43,11.23,8.51,22.42
18.166,22.48,12.44,9.99,27.57
18.176,26.02,16.28,9.45,32.11
18.186,27.46,18.99,8.17,34.37
18.196,24.74,18.21,6.65,31.43
18.206,18.46,16.51,5.99,25.49
18.216,10.94,14.61,5.58,19.08
18.226,4.20,12.40,4.66,13.90
18.236,-0.40,10.63,3.64,11.25
18.246,-3.04,9.36,2.32,10.11
18.256,-4.10,8.43,0.73,9.40
18.266,-4.07,8.11,-0.86,9.12
18.276,-3.73,7.96,-2.17,9.06
18.286,-3.84,7.39,-3.06,8.87
18.296,-5.39,6.60,-3.64,9.27
18.306,-8.27,5.31,-3.78,10.53
18.316,-11.83,3.66,-3.44,12.85
18.326,-15.02,2.15,-2.24,15.34
18.336,-17.09,1.33,-0.14,17.14
18.347,-18.11,1.46,2.31,18.31
18.356,-17.99,2.14,4.45,18.65
18.367,-16.87,2.87,5.95,18.12
18.376,-14.99,3.56,6.90,16.88
18.387,-12.35,4.48,7.10,14.93
18.396,-9.74,5.53,6.73,13.07
18.407,-7.74,5.97,6.05,11.50
18.417,-7.07,5.78,5.42,10.62
18.427,-7.11,5.28,5.26,10.30
18.437,-7.06,4.93,5.47,10.20
18.447,-6.14,5.02,5.70,9.76
18.457,-3.14,5.68,5.65,8.61
18.467,1.10,6.86,4.65,8.36
18.477,5.37,8.18,3.38,10.36
18.487,8.71,9.49,2.00,13.04
18.497,10.92,11.21,2.01,15.78
18.507,12.82,13.99,4.88,19.60
18.517,16.30,18.27,9.83,26.38
18.527,25.00,21.76,12.37,35.38
18.537,33.68,21.01,10.33,41.02
18.547,38.18,18.46,6.94,42.97
18.557,39.22,16.50,4.77,42.81
18.567,35.89,11.96,1.72,37.87
18.577,28.42,5.57,-1.11,28.98
18.587,19.35,-0.74,-2.63,19.54
18.597,11.03,-6.16,-3.32,13.06
18.607,4.52,-10.96,-3.53,12.37
18.617,0.09,-15.10,-3.74,15.55
18.628,-2.07,-18.38,-4.19,18.96
18.637,-3.40,-20.81,-4.32,21.52
18.647,-4.69,-22.78,-3.83,23.57
18.657,-5.96,-24.52,-3.41,25.47
18.667,-7.45,-26.19,-3.79,27.49
18.677,-9.53,-27.40,-4.48,29.35
18.688,-12.11,-27.83,-4.48,30.68
18.697,-14.17,-27.67,-3.68,31.31
18.708,-14.72,-26.86,-2.57,30.74
18.718,-13.58,-25.55,-1.47,28.97
18.728,-10.89,-24.06,-0.49,26.42
18.738,-6.89,-22.61,0.41,23.64
18.748,-2.47,-21.27,1.19,21.45
18.758,1.60,-20.02,1.53,20.14
18.768,4.56,-18.98,1.51,19.58
18.778,5.01,-18.55,1.49,19.27
18.788,3.69,-18.65,1.93,19.11
18.798,2.61,-18.52,2.68,18.89
18.808,2.55,-17.77,3.01,18.20
18.818,3.90,-16.44,2.41,17.07
18.828,7.15,-14.64,0.89,16.32
18.838,10.70,-11.88,-0.57,16.00
18.848,13.77,-8.56,-1.56,16.29
18.858,15.45,-6.38,-3.20,17.02
18.868,13.66,-3.84,-3.82,14.69
18.878,13.13,2.51,-0.71,13.39
18.888,20.13,9.49,4.52,22.71
18.898,31.73,13.32,7.86,35.30
18.909,38.51,16.71,7.62,42.67
18.918,38.11,20.59,5.97,43.73
18.928,31.56,21.32,5.59,38.49
18.938,22.06,19.28,6.16,29.94
18.948,14.57,16.18,4.56,22.24
18.958,9.46,14.07,0.31,16.96
18.968,3.10,13.72,2.00,14.21
18.978,-1.95,12.77,3.35,13.35
18.989,-5.88,11.73,1.76,13.24
18.998,-8.73,10.77,0.45,13.87
19.009,-9.95,9.81,-0.93,14.01
19.018,-7.56,9.43,-1.89,12.23
19.029,-3.79,10.97,-1.21,11.67
19.039,-3.73,9.88,-0.58,10.58
19.048,-7.43,7.09,0.67,10.30
19.059,-12.80,5.11,2.32,13.97
19.069,-17.90,3.91,3.51,18.66
19.079,-20.22,3.63,5.02,21.14
19.089,-19.81,4.02,6.52,21.24
19.099,-17.67,4.32,6.79,19.42
19.109,-15.14,4.49,6.07,16.92
19.119,-11.22,4.99,5.01,13.26
19.129,-6.61,5.82,4.47,9.88
19.139,-4.53,5.44,3.55,7.92
19.149,-5.05,3.91,3.22,7.15
19.159,-5.69,3.69,3.88,7.82
19.169,-5.08,5.09,5.29,8.93
19.179,-2.96,5.89,6.85,9.50
19.189,-0.17,6.32,7.76,10.01
19.199,2.78,6.75,7.00,10.11
19.209,5.57,6.86,5.17,10.24
19.219,6.58,6.40,3.75,9.91
19.229,5.30,5.89,3.52,8.67
19.239,4.87,5.47,5.85,9.38
19.249,8.26,8.05,11.58,16.35
19.259,15.87,14.70,16.46,27.18
19.270,25.11,19.47,16.84,35.96
19.279,32.00,17.86,12.05,38.58
19.290,34.96,12.71,6.23,37.72
19.299,35.66,9.13,3.39,36.97
19.310,34.59,5.77,1.67,35.11
19.319,29.51,1.40,-0.29,29.54
19.330,21.40,-3.30,-1.26,21.69
19.339,13.21,-7.53,-1.19,15.26
19.350,6.59,-10.89,-0.51,12.74
19.360,2.36,-13.89,0.26,14.09
19.370,-0.39,-17.70,0.54,17.72
19.380,-2.80,-21.97,0.74,22.16
19.390,-4.88,-25.29,0.98,25.78
19.400,-7.05,-27.50,0.22,28.39
19.410,-10.17,-29.09,-1.46,30.85
19.420,-13.72,-30.28,-2.84,33.36
19.430,-16.19,-30.89,-3.39,35.04
19.440,-16.77,-30.33,-3.07,34.79
19.450,-15.50,-29.13,-2.19,33.07
19.460,-12.41,-27.52,-1.23,30.22
19.470,-8.60,-25.60,-0.89,27.02
19.480,-5.49,-23.91,-1.14,24.56
19.490,-2.99,-22.56,-1.94,22.84
19.500,-0.97,-21.76,-2.56,21.94
19.510,0.67,-21.50,-2.88,21.70
19.520,2.26,-21.32,-2.66,21.60
19.530,3.86,-20.65,-1.17,21.04
19.540,5.71,-18.91,0.42,19.76
19.550,7.82,-16.71,0.77,18.47
19.560,10.29,-14.15,-0.23,17.50
19.570,13.10,-11.64,-2.25,17.67
19.580,15.76,-8.91,-3.51,18.44
19.591,18.35,-5.31,-4.53,19.63
19.600,20.58,-2.56,-5.63,21.49
19.611,19.80,-3.74,-6.15,21.07
19.620,18.12,-1.08,-3.43,18.47
19.631,21.36,9.70,0.15,23.46
19.640,27.41,17.94,1.79,32.81
19.651,36.33,20.88,0.95,41.91
19.661,44.86,23.42,-1.66,50.63
19.671,44.26,23.28,-1.74,50.04
19.681,33.76,20.08,3.03,39.40
19.691,18.69,17.04,8.43,26.66
19.701,3.94,14.76,11.48,19.12
19.711,-6.32,13.44,12.12,19.17
19.721,-11.22,13.24,10.66,20.37
19.731,-12.75,14.33,8.23,20.88
19.741,-11.73,14.40,4.99,19.24
19.751,-10.47,13.61,1.95,17.28
19.761,-9.93,12.35,-0.80,15.87
19.771,-10.96,10.31,-2.72,15.29
19.781,-13.55,7.70,-2.91,15.86
19.791,-16.52,5.68,-0.79,17.49
19.801,-18.42,4.73,2.34,19.17
19.811,-19.33,4.50,5.61,20.62
19.821,-18.96,4.99,8.09,21.21
19.831,-16.86,5.80,9.36,20.14
19.841,-13.73,6.86,9.37,17.99
19.851,-9.70,7.84,8.47,15.08
19.861,-5.78,8.13,7.45,12.45
19.871,-3.14,7.49,6.91,10.66
19.881,-1.94,6.37,7.27,9.86
19.891,-1.97,5.79,7.55,9.71
19.901,-1.93,6.18,6.84,9.42
19.911,-0.84,6.81,5.64,8.88
19.921,1.69,7.10,3.78,8.22
19.931,4.27,7.31,1.79,8.65
19.941,6.72,7.83,0.32,10.32
19.951,8.92,8.45,-0.19,12.29
19.961,9.63,8.46,0.57,12.83
19.972,9.86,9.53,3.24,14.10
19.981,13.07,14.99,7.87,21.39
19.992,20.70,22.08,11.85,32.50
20.001,29.34,24.31,12.40,40.07
20.012,34.56,19.78,8.25,40.67
20.022,34.11,14.96,2.51,37.33
20.032,29.92,10.51,-1.42,31.74
20.042,23.70,5.70,-3.35,24.61
20.052,17.48,1.03,-4.11,17.99
20.062,12.23,-3.34,-4.08,13.31
20.072,8.31,-6.98,-3.79,11.49
20.082,5.96,-10.19,-3.05,12.19
20.092,4.75,-13.54,-2.08,14.50
20.102,3.73,-17.62,-1.44,18.07
20.112,1.78,-21.69,-1.64,21.82
20.122,-1.01,-24.51,-2.35,24.64
20.132,-3.35,-25.83,-3.15,26.24
20.142,-5.85,-26.35,-4.07,27.30
20.152,-8.32,-26.71,-5.53,28.51
20.162,-9.70,-27.20,-6.96,29.71
20.172,-9.91,-27.08,-7.59,29.82
20.182,-8.86,-26.00,-7.64,28.52
20.192,-7.21,-24.80,-7.30,26.84
20.202,-5.41,-23.67,-6.20,25.06
20.212,-3.17,-22.67,-4.54,23.34
20.222,-0.71,-22.09,-2.77,22.28
20.232,0.96,-21.54,-1.48,21.61
20.242,1.73,-20.79,-0.89,20.88
20.252,2.55,-19.99,-0.74,20.16
20.262,3.25,-18.97,-0.48,19.25
20.273,4.23,-17.64,-0.05,18.14
20.282,6.08,-15.77,0.28,16.91
20.292,8.66,-12.97,0.68,15.61
20.302,11.80,-10.26,1.75,15.73
20.313,15.61,-7.07,2.01,17.25
20.323,19.20,-3.09,1.52,19.51
20.333,21.42,0.31,-1.85,21.50
20.343,19.60,3.44,-5.93,20.76
20.353,13.94,8.90,-7.90,18.33
20.363,14.99,13.79,-4.14,20.78
20.373,25.42,14.53,5.83,29.85
20.383,35.91,17.17,11.54,41.44
20.393,41.10,19.33,12.83,47.19
20.403,38.06,18.20,11.68,43.78
20.413,28.20,16.02,11.12,34.28
20.423,13.56,13.60,11.46,22.36
20.433,-0.39,11.16,11.42,15.97
20.443,-9.64,9.15,10.35,16.85
20.453,-14.18,7.81,8.00,18.06
20.463,-14.28,6.76,4.60,16.46
20.473,-13.18,7.11,1.64,15.07
20.483,-12.27,7.60,-0.93,14.46
20.493,-12.10,7.19,-3.26,14.45
20.503,-13.49,6.79,-4.62,15.79
20.513,-15.79,6.06,-3.77,17.33
20.523,-17.24,4.67,-1.22,17.90
20.533,-17.44,3.81,2.35,18.01
20.543,-17.27,4.14,6.39,18.87
20.553,-15.93,4.77,9.56,19.18
20.563,-14.02,5.16,11.04,18.58
20.573,-12.56,5.00,10.64,17.21
20.583,-11.57,4.14,9.31,15.42
20.593,-10.39,3.55,7.94,13.55
20.603,-8.89,3.97,6.88,11.92
20.613,-7.25,4.74,6.06,10.57
20.623,-5.90,5.62,5.43,9.79
20.634,-3.75,6.54,5.01,9.05
20.643,-0.78,7.32,4.10,8.43
20.654,2.15,8.28,3.32,9.18
20.664,4.21,9.46,3.97,11.09
20.674,6.09,11.05,5.09,13.61
20.684,7.25,13.87,6.83,17.08
20.694,9.64,17.37,11.12,22.77
20.704,18.63,22.31,17.54,33.95
20.714,31.39,26.60,20.93,46.16
20.724,39.54,25.27,17.96,50.25
20.734,37.20,19.03,10.54,43.10
20.744,30.30,14.16,4.49,33.74
20.754,25.71,10.06,-0.25,27.61
20.764,22.39,5.58,-4.33,23.47
20.774,17.90,0.67,-6.15,18.94
20.784,12.07,-4.15,-5.87,14.05
20.794,7.58,-8.86,-4.97,12.68
20.804,5.29,-13.63,-4.25,15.22
20.814,3.41,-18.15,-3.50,18.79
20.824,0.91,-21.81,-2.19,21.94
20.834,-2.07,-24.68,-0.23,24.77
20.844,-4.76,-27.08,0.49,27.50
20.854,-6.59,-28.50,-0.26,29.25
20.864,-7.80,-29.05,-1.98,30.14
20.874,-9.23,-29.16,-3.96,30.84
20.884,-10.20,-28.39,-5.35,30.64
20.894,-9.66,-26.97,-5.69,29.21
20.904,-7.77,-25.27,-5.08,26.92
20.915,-5.29,-23.54,-3.87,24.44
20.924,-2.35,-21.99,-2.73,22.28
20.934,0.09,-20.64,-1.67,20.71
20.944,1.41,-19.75,-0.52,19.81
20.955,2.22,-19.16,0.24,19.29
20.965,2.85,-18.56,1.13,18.82
20.975,3.08,-17.99,1.86,18.34
20.985,3.19,-17.34,2.02,17.75
20.995,3.85,-16.06,2.44,16.70
21.005,5.92,-14.06,2.40,15.44
21.015,9.15,-11.67,1.36,14.90
21.025,13.49,-8.49,0.43,15.94
21.035,16.53,-4.51,-0.10,17.14
21.045,14.95,-1.80,-1.39,15.12
21.055,9.85,-0.55,-3.31,10.40
21.065,5.99,3.85,-0.79,7.17
21.075,11.70,10.38,5.51,16.58
21.085,25.43,14.32,10.59,31.04
21.095,36.28,19.32,11.93,42.80
21.105,37.77,24.94,11.06,46.59
21.115,31.14,25.41,9.44,41.28
21.125,21.01,22.71,7.96,31.94
21.135,11.81,19.59,6.68,23.83
21.145,5.60,16.34,5.41,18.10
21.155,1.61,13.98,4.66,14.82
21.165,-1.43,12.56,3.99,13.25
21.175,-3.70,11.43,2.79,12.33
21.185,-5.40,10.21,1.14,11.60
21.195,-7.22,8.59,-0.87,11.25
21.205,-9.20,6.59,-2.49,11.59
21.215,-10.45,4.98,-3.58,12.12
21.225,-11.69,3.81,-3.96,12.92
21.235,-13.76,2.51,-2.83,14.27
21.245,-15.63,1.24,-0.54,15.69
21.256,-16.29,0.63,2.14,16.45
21.265,-15.96,0.66,4.69,16.65
21.276,-14.85,0.77,6.64,16.28
21.285,-13.53,0.90,7.98,15.73
21.296,-12.49,0.88,8.66,15.22
21.306,-11.70,0.60,8.41,14.42
21.316,-11.24,0.41,7.15,13.32
21.326,-11.26,0.18,5.69,12.61
21.336,-11.37,0.15,4.46,12.22
21.346,-10.92,0.66,3.54,11.50
21.356,-8.90,1.63,2.92,9.51
21.366,-5.90,2.78,2.91,7.14
21.376,-2.01,4.26,3.45,5.84
21.386,2.21,6.11,3.88,7.56
21.396,5.86,7.52,3.41,10.13
21.406,7.53,7.53,2.86,11.03
21.416,5.79,7.53,2.64,9.86
21.426,2.29,8.88,5.16,10.52
21.436,2.94,12.89,11.36,17.43
21.446,15.17,20.34,18.48,31.39
21.456,32.53,25.11,21.65,46.45
21.466,42.37,22.97,17.33,51.22
21.476,40.50,19.41,11.02,46.24
21.486,34.75,15.06,6.72,38.46
21.496,28.62,9.80,3.23,30.42
21.506,21.96,4.11,0.05,22.34
21.516,14.81,-1.41,-1.68,14.97
21.526,8.06,-6.01,-2.15,10.29
21.536,3.52,-9.88,-2.13,10.70
21.546,1.83,-13.13,-2.30,13.45
21.556,1.51,-15.96,-2.83,16.28
21.566,0.57,-18.31,-3.59,18.67
21.576,-0.76,-20.36,-4.68,20.91
21.586,-2.23,-22.48,-5.98,23.37
21.597,-4.36,-24.01,-7.22,25.45
21.606,-7.25,-24.80,-8.08,27.07
21.617,-10.08,-25.15,-8.93,28.53
21.626,-12.07,-25.09,-9.49,29.41
21.637,-12.47,-24.48,-9.38,29.03
21.647,-11.00,-23.39,-8.72,27.28
21.657,-8.03,-22.23,-7.72,24.86
21.667,-4.33,-20.88,-6.69,22.35
21.677,-0.80,-19.42,-5.41,20.18
21.687,2.11,-18.19,-3.72,18.68
21.697,3.74,-17.33,-1.80,17.82
21.707,4.18,-16.74,-0.12,17.25
21.717,4.33,-16.06,1.42,16.70
21.727,5.53,-14.98,3.23,16.29
21.737,7.84,-12.95,4.36,15.75
21.747,10.36,-9.94,4.99,15.20
21.757,13.23,-6.65,5.10,15.66
21.767,14.35,-3.94,3.55,15.30
21.777,12.76,-2.85,0.37,13.08
21.787,9.35,-2.00,-2.78,9.96
21.797,8.48,2.74,-2.99,9.40
21.807,13.43,9.23,-0.37,16.30
21.817,20.95,12.47,2.25,24.48
21.827,25.93,13.91,2.96,29.57
21.837,26.79,16.51,3.88,31.71
21.847,24.75,17.39,5.40,30.73
21.858,20.48,15.94,5.96,26.63
21.867,14.31,14.02,6.17,20.96
21.877,8.00,11.84,6.46,15.68
21.887,3.37,10.01,6.47,12.39
21.897,0.76,9.09,6.03,10.93
21.907,-0.77,8.81,4.79,10.06
21.917,-2.35,8.17,3.35,9.14
21.927,-4.15,7.30,2.28,8.70
21.938,-5.63,6.40,1.13,8.59
21.948,-6.87,5.27,-0.11,8.66
21.958,-8.17,3.86,-1.00,9.09
21.968,-9.88,2.41,-1.36,10.26
21.978,-12.11,0.93,-1.43,12.23
21.988,-14.32,-0.43,-0.74,14.35
21.998,-15.85,-1.34,0.86,15.93
22.008,-16.27,-1.43,3.34,16.67
22.018,-15.29,-0.92,6.03,16.47
22.028,-13.60,-0.35,8.50,16.04
22.038,-10.76,0.42,10.22,14.85
22.048,-7.45,1.65,10.85,13.27
22.058,-4.96,2.96,11.46,12.84
22.068,-4.01,3.37,11.85,12.95
22.078,-4.52,2.78,11.89,13.02
22.088,-5.70,1.98,12.25,13.66
22.098,-6.19,1.49,12.61,14.13
22.108,-5.64,1.32,12.36,13.64
22.118,-3.33,2.02,10.68,11.37
22.128,0.54,3.38,8.10,8.79
22.138,4.07,5.12,5.94,8.84
22.148,5.02,7.45,4.90,10.23
22.158,3.73,9.08,6.24,11.63
22.168,3.95,11.47,9.45,15.38
22.178,8.00,17.64,12.45,23.02
22.188,16.65,22.46,12.78,30.74
22.199,25.05,20.98,9.30,33.97
22.208,28.21,18.99,5.01,34.37
22.219,29.51,17.51,0.82,34.32
22.228,28.77,13.47,-3.26,31.93
22.239,23.98,7.20,-5.71,25.68
22.248,16.88,0.43,-6.48,18.09
22.259,9.67,-5.66,-6.54,12.97
22.268,4.13,-11.08,-6.50,13.49
22.279,0.66,-15.93,-6.35,17.17
22.289,-1.12,-19.82,-5.94,20.72
22.299,-2.04,-22.66,-5.41,23.39
22.309,-2.22,-24.45,-5.57,25.18
22.319,-3.35,-25.67,-6.53,26.70
22.329,-5.84,-26.77,-7.09,28.30
22.339,-8.65,-27.47,-7.37,29.72
22.349,-11.14,-27.76,-7.52,30.84
22.359,-12.00,-27.86,-7.10,31.15
22.369,-10.55,-27.33,-6.02,29.91
22.379,-6.76,-25.63,-4.86,26.94
22.389,-2.08,-23.60,-3.50,23.95
22.399,1.57,-22.22,-2.14,22.38
22.409,3.91,-20.76,-0.77,21.14
22.419,5.35,-19.44,0.33,20.16
22.429,5.99,-18.99,0.96,19.93
22.439,5.81,-18.66,1.45,19.59
22.449,6.45,-17.51,2.14,18.78
22.459,8.76,-15.21,2.18,17.68
22.469,11.79,-12.15,1.98,17.04
22.480,15.19,-8.46,2.26,17.54
22.489,17.42,-4.47,2.51,18.16
22.499,16.38,-2.05,1.47,16.58
22.509,13.18,-0.49,0.20,13.19
22.520,13.17,4.46,1.96,14.04
22.529,20.97,11.07,7.52,24.87
22.540,31.35,15.05,12.28,36.88
22.549,36.30,18.26,13.74,42.89
22.560,32.98,21.75,13.84,41.85
22.570,24.94,21.39,13.19,35.41
22.580,16.76,18.59,11.83,27.69
22.590,10.81,16.94,10.82,22.82
22.600,7.57,15.77,9.94,20.12
22.610,5.12,14.65,8.56,17.73
22.620,2.62,13.75,7.11,15.70
22.630,-0.01,12.46,5.75,13.73
22.640,-2.52,10.88,4.17,11.93
22.650,-4.54,9.78,1.95,10.96
22.660,-6.73,8.90,-0.36,11.16
22.670,-9.12,7.43,-1.58,11.87
22.680,-11.48,5.79,-1.84,12.98
22.690,-13.93,4.44,-1.35,14.68
22.700,-16.05,3.35,-0.41,16.40
22.710,-17.14,2.62,0.97,17.37
22.720,-17.01,2.49,2.74,17.40
22.730,-15.86,2.65,4.94,16.82
22.740,-14.30,2.80,6.68,16.03
22.750,-12.52,2.77,7.74,14.98
22.760,-10.09,2.57,8.54,13.47
22.770,-7.95,2.17,9.20,12.35
22.780,-6.63,1.64,9.50,11.69
22.790,-6.23,1.31,9.56,11.48
22.800,-6.07,1.25,9.42,11.28
22.810,-4.88,1.25,8.68,10.04
22.820,-2.87,1.60,7.37,8.07
22.830,-0.67,2.51,5.22,5.83
22.840,1.64,4.00,2.54,5.01
22.850,3.88,7.18,1.35,8.27
22.860,5.83,11.76,3.01,13.46
22.870,9.58,16.71,7.12,20.54
22.881,17.84,20.85,12.07,29.97
22.891,27.59,21.59,14.87,38.06
22.901,33.99,19.10,13.23,41.17
22.911,34.47,16.46,8.90,39.22
22.921,31.85,13.34,4.71,34.85
22.931,26.88,8.14,1.44,28.13
22.941,19.90,2.35,-1.74,20.11
22.951,12.82,-2.69,-4.18,13.75
22.961,6.75,-6.39,-5.27,10.69
22.971,2.80,-9.15,-5.65,11.11
22.981,0.70,-11.76,-6.06,13.25
22.991,-0.25,-14.08,-6.27,15.41
23.001,-0.91,-16.10,-5.89,17.17
23.011,-1.49,-18.08,-4.96,18.81
23.021,-2.48,-19.70,-3.97,20.25
23.031,-4.19,-20.85,-3.85,21.61
23.041,-6.41,-21.71,-4.52,23.08
23.051,-8.42,-22.72,-5.37,24.82
23.061,-9.87,-23.52,-6.09,26.23
23.071,-10.98,-23.51,-6.32,26.70
23.081,-10.87,-22.86,-6.10,26.04
23.091,-8.54,-21.81,-5.94,24.16
23.101,-5.21,-20.69,-5.34,22.00
23.111,-1.45,-19.66,-4.28,20.17
23.121,2.45,-18.48,-3.23,18.92
23.131,5.54,-17.35,-2.14,18.33
23.141,7.40,-16.29,-1.42,17.95
23.151,9.11,-16.26,-1.28,18.68
23.161,9.52,-16.19,-1.15,18.82
23.171,8.37,-14.68,0.08,16.91
23.182,8.24,-12.77,1.48,15.27
23.191,9.74,-10.51,1.56,14.41
23.201,12.30,-7.70,-0.11,14.51
23.211,15.46,-4.81,-1.63,16.27
23.222,18.47,-1.53,-2.20,18.67
23.231,17.78,-0.03,-3.10,18.05
23.242,11.60,0.23,-4.01,12.28
23.252,7.20,4.11,-1.79,8.48
23.262,10.10,8.86,2.27,13.62
23.272,18.99,11.40,3.65,22.45
23.282,28.40,15.59,2.92,32.53
23.292,32.73,19.20,3.48,38.10
23.302,28.77,19.19,5.43,35.01
23.312,19.56,17.52,8.52,27.61
23.322,10.12,15.11,11.48,21.51
23.332,2.78,12.53,11.84,17.46
23.342,-2.61,11.09,8.74,14.36
23.352,-6.08,10.35,4.03,12.66
23.362,-7.59,9.34,-0.12,12.03
23.372,-7.84,8.45,-2.84,11.87
23.382,-7.88,7.74,-4.64,11.98
23.392,-8.43,6.64,-5.48,12.05
23.402,-10.30,5.55,-4.87,12.67
23.412,-13.04,4.49,-2.92,14.10
23.422,-15.11,3.10,0.03,15.42
23.432,-16.23,1.93,3.21,16.66
23.442,-16.40,1.61,6.10,17.57
23.452,-15.70,2.05,8.57,18.00
23.462,-14.44,2.83,10.21,17.91
23.472,-12.36,3.87,10.74,16.82
23.482,-9.84,4.70,9.62,14.54
23.492,-8.14,5.09,7.52,12.19
23.503,-7.40,5.52,5.72,10.86
23.512,-6.98,6.07,4.66,10.36
23.523,-6.39,6.66,3.82,9.99
23.532,-5.05,7.25,3.43,9.48
23.543,-2.73,7.90,3.86,9.21
23.553,0.27,8.61,4.22,9.59
23.563,2.98,8.84,4.34,10.29
23.573,4.59,8.64,4.64,10.83
23.583,4.51,8.24,4.91,10.60
23.593,3.10,8.51,5.70,10.70
23.603,1.85,10.07,9.01,13.64
23.613,4.47,14.95,12.00,19.68
23.623,13.74,21.94,11.67,28.40
23.633,25.75,26.47,7.11,37.60
23.643,35.13,24.15,1.29,42.65
23.653,35.37,18.97,0.01,40.14
23.663,28.82,13.26,1.92,31.79
23.673,22.05,6.58,2.40,23.13
23.683,16.22,0.83,2.09,16.38
23.693,11.35,-3.54,2.39,12.13
23.703,8.01,-7.53,2.79,11.34
23.713,6.05,-11.36,1.91,13.01
23.723,4.93,-14.93,0.23,15.73
23.733,3.87,-18.53,-1.31,18.97
23.743,2.43,-21.85,-2.66,22.14
23.753,0.78,-24.19,-4.88,24.69
23.763,-1.40,-25.97,-7.76,27.14
23.773,-3.91,-27.47,-10.29,29.59
23.783,-6.43,-28.69,-12.05,31.77
23.793,-8.56,-29.55,-12.22,33.10
23.803,-9.79,-30.01,-10.81,33.37
23.813,-9.67,-29.94,-8.77,32.66
23.824,-7.44,-29.17,-7.48,31.02
23.833,-3.81,-27.71,-7.52,28.97
23.843,0.40,-25.58,-8.43,26.94
23.853,4.20,-23.39,-9.10,25.45
23.864,7.23,-21.93,-8.48,24.60
23.873,9.66,-21.23,-7.36,24.46
23.884,10.64,-20.63,-6.40,24.08
23.894,10.56,-19.37,-5.09,22.64
23.904,12.76,-17.54,-4.10,22.07
23.914,16.93,-14.69,-3.94,22.76
23.924,20.93,-10.45,-3.33,23.63
23.934,24.55,-6.42,-2.63,25.51
23.944,25.97,-4.40,-3.18,26.53
23.954,23.04,-4.13,-4.00,23.75
23.964,19.82,-1.11,-1.91,19.94
23.974,22.88,4.42,1.78,23.37
23.984,30.16,7.82,5.07,31.57
23.994,36.38,10.59,7.06,38.54
24.004,37.43,14.29,9.30,41.13
24.014,31.23,14.98,12.32,36.77
24.024,21.10,13.46,15.25,29.31
24.034,11.98,13.17,18.21,25.47
24.044,6.27,13.39,18.77,23.89
24.054,4.02,13.65,15.58,21.10
24.064,3.42,14.56,11.12,18.64
24.074,3.00,15.83,7.16,17.63
24.084,3.03,17.06,3.74,17.73
24.094,2.21,17.85,1.39,18.04
24.104,0.08,17.70,0.71,17.72
24.114,-3.20,17.15,0.69,17.46
24.124,-6.71,15.98,0.36,17.34
24.134,-9.99,14.49,0.28,17.60
24.144,-13.51,13.16,1.23,18.90
24.154,-16.19,12.36,3.03,20.60
24.165,-17.13,12.45,5.46,21.87
24.174,-16.50,13.07,8.08,22.55
24.185,-14.81,13.70,9.92,22.48
24.195,-12.48,14.29,10.46,21.66
24.205,-10.24,14.58,10.08,20.47
24.214,-8.44,14.14,9.10,18.82
24.225,-7.10,13.18,8.46,17.20
24.234,-6.25,12.16,8.60,16.16
24.245,-4.61,11.48,9.67,15.71
24.255,-1.69,10.96,11.06,15.66
24.265,1.91,10.93,11.94,16.30
24.275,6.42,11.76,12.78,18.52
24.285,12.24,13.24,14.36,23.05
24.295,17.19,14.52,15.40,27.27
24.305,21.10,15.76,15.08,30.35
24.315,24.05,16.74,15.36,33.08
24.325,27.55,17.04,14.47,35.48
24.335,31.32,14.24,11.15,36.17
24.345,31.39,8.98,7.08,33.40
24.355,28.42,3.98,2.59,28.81
24.365,24.45,0.55,-1.01,24.48
24.375,20.37,-2.12,-2.57,20.64
